"No.","Time","Time delta from previous captured frame","Reception Port","Source","Destination","CycleCounter","TransferStatus","Protocol","Length","Info"
"276","1.072287024","0.006118394","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","56320","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:56320 (Valid,Primary,Ok,Run)"
"278","1.080057630","0.002418710","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","56320","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:56320 (Valid,Primary,Ok,Run)"
"280","1.088287734","0.003568724","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","56832","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:56832 (Valid,Primary,Ok,Run)"
"281","1.092573390","0.004285656","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","56832","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:56832 (Valid,Primary,Ok,Run)"
"284","1.104288444","0.001985734","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","57344","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:57344 (Valid,Primary,Ok,Run)"
"286","1.110130230","0.000491970","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","57344","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:57344 (Valid,Primary,Ok,Run)"
"288","1.120289144","0.004994584","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","57856","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:57856 (Valid,Primary,Ok,Run)"
"290","1.126147650","0.000509720","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","57856","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:57856 (Valid,Primary,Ok,Run)"
"292","1.136289854","0.005963614","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","58368","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58368 (Valid,Primary,Ok,Run)"
"294","1.143678970","0.002041370","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","58368","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58368 (Valid,Primary,Ok,Run)"
"296","1.152290564","0.002404234","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","58880","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58880 (Valid,Primary,Ok,Run)"
"298","1.158750600","0.001113330","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","58880","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58880 (Valid,Primary,Ok,Run)"
"300","1.168291274","0.004910354","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","59392","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59392 (Valid,Primary,Ok,Run)"
"303","1.181840140","0.001938760","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","59392","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59392 (Valid,Primary,Ok,Run)"
"304","1.184291974","0.002451834","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","59904","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59904 (Valid,Primary,Ok,Run)"
"306","1.191285860","0.001649260","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","59904","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59904 (Valid,Primary,Ok,Run)"
"308","1.200292684","0.005353534","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","60416","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60416 (Valid,Primary,Ok,Run)"
"310","1.207850340","0.002214070","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","60416","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60416 (Valid,Primary,Ok,Run)"
"312","1.216293394","0.006323284","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","60928","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60928 (Valid,Primary,Ok,Run)"
"313","1.221628470","0.005335076","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","60928","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60928 (Valid,Primary,Ok,Run)"
"316","1.232294104","0.004801734","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","61440","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61440 (Valid,Primary,Ok,Run)"
"317","1.237374440","0.005080336","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","61440","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61440 (Valid,Primary,Ok,Run)"
"320","1.248294804","0.005737864","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","61952","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61952 (Valid,Primary,Ok,Run)"
"322","1.253907730","0.000272450","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","61952","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61952 (Valid,Primary,Ok,Run)"
"324","1.264295514","0.005706054","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","62464","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62464 (Valid,Primary,Ok,Run)"
"326","1.269942990","0.000308040","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","62464","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62464 (Valid,Primary,Ok,Run)"
"328","1.280296224","0.006703324","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","62976","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62976 (Valid,Primary,Ok,Run)"
"330","1.286473950","0.000839330","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","62976","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62976 (Valid,Primary,Ok,Run)"
"332","1.296296934","0.004108054","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","63488","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:63488 (Valid,Primary,Ok,Run)"
"333","1.301504620","0.005207686","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","63488","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:63488 (Valid,Primary,Ok,Run)"
"336","1.312297634","0.006140954","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","64000","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:64000 (Valid,Primary,Ok,Run)"
"337","1.317537000","0.005239366","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","64000","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:64000 (Valid,Primary,Ok,Run)"
"340","1.328298344","0.002031464","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","64512","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:64512 (Valid,Primary,Ok,Run)"
"342","1.335075280","0.001441650","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","64512","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:64512 (Valid,Primary,Ok,Run)"
"344","1.344299054","0.002008134","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","65024","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:65024 (Valid,Primary,Ok,Run)"
"346","1.350122260","0.000488960","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","65024","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:65024 (Valid,Primary,Ok,Run)"
"348","1.360299764","0.005016514","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","0","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:    0 (Valid,Primary,Ok,Run)"
"350","1.366187200","0.000554240","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","0","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:    0 (Valid,Primary,Ok,Run)"
"352","1.376300464","0.006517954","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","512","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:  512 (Valid,Primary,Ok,Run)"
"354","1.383673320","0.002040690","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","512","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:  512 (Valid,Primary,Ok,Run)"
"356","1.392301174","0.002429354","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","1024","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 1024 (Valid,Primary,Ok,Run)"
"358","1.398739910","0.001107610","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","1024","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 1024 (Valid,Primary,Ok,Run)"
"360","1.408301884","0.004928114","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","1536","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 1536 (Valid,Primary,Ok,Run)"
"362","1.416754930","0.003122960","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","1536","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 1536 (Valid,Primary,Ok,Run)"
"364","1.424302624","0.000405044","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","2048","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 2048 (Valid,Primary,Ok,Run)"
"366","1.430274890","0.000643250","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","2048","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 2048 (Valid,Primary,Ok,Run)"
"368","1.440303294","0.005383454","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","2560","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 2560 (Valid,Primary,Ok,Run)"
"370","1.456304044","0.010672734","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","3072","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 3072 (Valid,Primary,Ok,Run)"
"373","1.463864040","0.001393810","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","2560","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 2560 (Valid,Primary,Ok,Run)"
"374","1.471846350","0.007982310","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","3072","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 3072 (Valid,Primary,Ok,Run)"
"375","1.472304714","0.000458364","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","3584","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 3584 (Valid,Primary,Ok,Run)"
"379","1.488305454","0.000761244","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","4096","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 4096 (Valid,Primary,Ok,Run)"
"382","1.504306124","0.005273564","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","4608","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 4608 (Valid,Primary,Ok,Run)"
"385","1.520306834","0.002719814","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","5120","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 5120 (Valid,Primary,Ok,Run)"
"386","1.525048400","0.004741566","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","3584","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 3584 (Valid,Primary,Ok,Run)"
"388","1.533053350","0.007423690","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","4096","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 4096 (Valid,Primary,Ok,Run)"
"390","1.536307584","0.000080984","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","5632","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 5632 (Valid,Primary,Ok,Run)"
"392","1.545011250","0.003381920","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","4608","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 4608 (Valid,Primary,Ok,Run)"
"394","1.552308244","0.006160794","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","6144","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 6144 (Valid,Primary,Ok,Run)"
"395","1.555041480","0.002733236","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","5120","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 5120 (Valid,Primary,Ok,Run)"
"399","1.563150120","0.000438930","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","5632","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 5632 (Valid,Primary,Ok,Run)"
"400","1.564531850","0.001381730","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","6144","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 6144 (Valid,Primary,Ok,Run)"
"401","1.568308994","0.003777144","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","6656","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 6656 (Valid,Primary,Ok,Run)"
"403","1.574122300","0.000493640","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","6656","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 6656 (Valid,Primary,Ok,Run)"
"404","1.584309704","0.010187404","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","7168","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 7168 (Valid,Primary,Ok,Run)"
"407","1.591211280","0.001582950","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","7168","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 7168 (Valid,Primary,Ok,Run)"
"409","1.600310414","0.003052254","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","7680","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 7680 (Valid,Primary,Ok,Run)"
"411","1.607619360","0.001991360","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","7680","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 7680 (Valid,Primary,Ok,Run)"
"413","1.616311114","0.003500774","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","8192","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 8192 (Valid,Primary,Ok,Run)"
"414","1.621156120","0.004845006","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","8192","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 8192 (Valid,Primary,Ok,Run)"
"417","1.632311824","0.004958134","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","8704","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 8704 (Valid,Primary,Ok,Run)"
"419","1.637715880","0.000088540","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","8704","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 8704 (Valid,Primary,Ok,Run)"
"421","1.648312534","0.002445674","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","9216","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 9216 (Valid,Primary,Ok,Run)"
"423","1.655218880","0.001591870","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","9216","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 9216 (Valid,Primary,Ok,Run)"
"425","1.664313244","0.004440974","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","9728","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 9728 (Valid,Primary,Ok,Run)"
"427","1.671265500","0.001638820","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","9728","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 9728 (Valid,Primary,Ok,Run)"
"429","1.680313944","0.005403354","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","10240","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:10240 (Valid,Primary,Ok,Run)"
"431","1.686295050","0.000668700","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","10240","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:10240 (Valid,Primary,Ok,Run)"
"433","1.696314654","0.001338104","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","10752","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:10752 (Valid,Primary,Ok,Run)"
"435","1.703853080","0.002227060","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","10752","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:10752 (Valid,Primary,Ok,Run)"
"437","1.712315364","0.003780544","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","11264","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11264 (Valid,Primary,Ok,Run)"
"439","1.718854540","0.001228850","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","11264","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11264 (Valid,Primary,Ok,Run)"
"441","1.728316074","0.005812654","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","11776","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11776 (Valid,Primary,Ok,Run)"
"443","1.734887090","0.001261730","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","11776","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11776 (Valid,Primary,Ok,Run)"
"445","1.744316774","0.005208094","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","12288","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12288 (Valid,Primary,Ok,Run)"
"447","1.749896870","0.000271840","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","12288","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12288 (Valid,Primary,Ok,Run)"
"449","1.760317484","0.006720734","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","12800","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12800 (Valid,Primary,Ok,Run)"
"451","1.766448550","0.000823860","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","12800","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12800 (Valid,Primary,Ok,Run)"
"453","1.776318194","0.004153234","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","13312","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13312 (Valid,Primary,Ok,Run)"
"454","1.781478970","0.005160776","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","13312","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13312 (Valid,Primary,Ok,Run)"
"457","1.792318904","0.006185894","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","13824","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13824 (Valid,Primary,Ok,Run)"
"458","1.797511670","0.005192766","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","13824","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13824 (Valid,Primary,Ok,Run)"
"461","1.808319604","0.003121404","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","14336","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14336 (Valid,Primary,Ok,Run)"
"463","1.815049790","0.001426090","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","14336","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14336 (Valid,Primary,Ok,Run)"
"465","1.824320314","0.002059794","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","14848","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14848 (Valid,Primary,Ok,Run)"
"467","1.830093010","0.000469640","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","14848","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14848 (Valid,Primary,Ok,Run)"
"469","1.840321024","0.005060904","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","15360","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15360 (Valid,Primary,Ok,Run)"
"471","1.846124510","0.000501470","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","15360","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15360 (Valid,Primary,Ok,Run)"
"473","1.856321734","0.006030644","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","15872","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15872 (Valid,Primary,Ok,Run)"
"475","1.863645910","0.002023200","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","15872","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15872 (Valid,Primary,Ok,Run)"
"477","1.872322434","0.002472934","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","16384","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16384 (Valid,Primary,Ok,Run)"
"478","1.877477330","0.005154896","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","16384","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16384 (Valid,Primary,Ok,Run)"
"481","1.888323144","0.006018774","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","16896","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16896 (Valid,Primary,Ok,Run)"
"483","1.900284210","0.006662160","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","16896","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16896 (Valid,Primary,Ok,Run)"
"485","1.904323854","0.002929164","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","17408","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17408 (Valid,Primary,Ok,Run)"
"487","1.910244430","0.000622710","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","17408","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17408 (Valid,Primary,Ok,Run)"
"489","1.920324564","0.003899384","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","17920","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17920 (Valid,Primary,Ok,Run)"
"491","1.927308780","0.001687390","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","17920","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17920 (Valid,Primary,Ok,Run)"
"493","1.936325264","0.004870164","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","18432","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18432 (Valid,Primary,Ok,Run)"
"495","1.942852580","0.001231520","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","18432","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18432 (Valid,Primary,Ok,Run)"
"497","1.952325974","0.002347624","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","18944","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18944 (Valid,Primary,Ok,Run)"
"499","1.958839360","0.001218640","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","18944","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18944 (Valid,Primary,Ok,Run)"
"501","1.968326684","0.003324734","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","19456","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19456 (Valid,Primary,Ok,Run)"
"503","1.973898820","0.000278430","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","19456","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19456 (Valid,Primary,Ok,Run)"
"505","1.984327384","0.005172984","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","19968","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19968 (Valid,Primary,Ok,Run)"
"506","1.988929240","0.004601856","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","19968","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19968 (Valid,Primary,Ok,Run)"
"509","2.000328094","0.005242454","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","20480","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20480 (Valid,Primary,Ok,Run)"
"510","2.004961780","0.004633686","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","20480","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20480 (Valid,Primary,Ok,Run)"
"513","2.016328804","0.002686624","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","20992","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20992 (Valid,Primary,Ok,Run)"
"515","2.022461580","0.000842180","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","20992","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20992 (Valid,Primary,Ok,Run)"
"517","2.032329514","0.004675134","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","21504","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:21504 (Valid,Primary,Ok,Run)"
"518","2.037498880","0.005169366","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","21504","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:21504 (Valid,Primary,Ok,Run)"
"521","2.048330224","0.002093864","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","22016","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22016 (Valid,Primary,Ok,Run)"
"523","2.057559260","0.003940520","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","22016","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22016 (Valid,Primary,Ok,Run)"
"526","2.064330924","0.004479834","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","22528","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22528 (Valid,Primary,Ok,Run)"
"528","2.072570080","0.002951670","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","22528","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22528 (Valid,Primary,Ok,Run)"
"530","2.080331634","0.006611444","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","23040","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23040 (Valid,Primary,Ok,Run)"
"532","2.089126080","0.003508000","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","23040","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23040 (Valid,Primary,Ok,Run)"
"534","2.096332344","0.006053134","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","23552","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23552 (Valid,Primary,Ok,Run)"
"536","2.102631090","0.001013340","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","23552","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23552 (Valid,Primary,Ok,Run)"
"538","2.112333044","0.003531624","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","24064","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24064 (Valid,Primary,Ok,Run)"
"539","2.116187690","0.003854646","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","24064","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24064 (Valid,Primary,Ok,Run)"
"542","2.128333754","0.003492844","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","24576","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24576 (Valid,Primary,Ok,Run)"
"544","2.133720530","0.000103440","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","24576","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24576 (Valid,Primary,Ok,Run)"
"546","2.144334464","0.001976184","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","25088","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25088 (Valid,Primary,Ok,Run)"
"548","2.154019480","0.004402720","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","25088","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25088 (Valid,Primary,Ok,Run)"
"550","2.160335174","0.003921404","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","25600","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25600 (Valid,Primary,Ok,Run)"
