"No.","Time","Time delta from previous captured frame","Reception Port","Source","Destination","CycleCounter","TransferStatus","Protocol","Length","Info"
"13982","54.411375690","0.001723280","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","58880","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58880 (Valid,Primary,Ok,Run)"
"13983","54.418633454","0.007257764","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","59392","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59392 (Valid,Primary,Ok,Run)"
"13985","54.424356020","0.003832190","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","59392","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59392 (Valid,Primary,Ok,Run)"
"13987","54.434634154","0.008949234","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","59904","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59904 (Valid,Primary,Ok,Run)"
"13989","54.440954820","0.004431330","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","59904","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59904 (Valid,Primary,Ok,Run)"
"13991","54.450634844","0.008418674","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","60416","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60416 (Valid,Primary,Ok,Run)"
"13994","54.459976900","0.001728210","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","60416","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60416 (Valid,Primary,Ok,Run)"
"13995","54.466635544","0.006658644","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","60928","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60928 (Valid,Primary,Ok,Run)"
"13997","54.471948480","0.003425670","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","60928","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60928 (Valid,Primary,Ok,Run)"
"13999","54.482636244","0.009357004","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","61440","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61440 (Valid,Primary,Ok,Run)"
"14001","54.488548950","0.004026480","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","61440","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61440 (Valid,Primary,Ok,Run)"
"14003","54.498636944","0.009324074","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","61952","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61952 (Valid,Primary,Ok,Run)"
"14005","54.508546520","0.008024390","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","61952","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61952 (Valid,Primary,Ok,Run)"
"14007","54.514637644","0.003751894","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","62464","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62464 (Valid,Primary,Ok,Run)"
"14009","54.519542460","0.003020670","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","62464","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62464 (Valid,Primary,Ok,Run)"
"14011","54.530638344","0.009766544","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","62976","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62976 (Valid,Primary,Ok,Run)"
"14014","54.538633990","0.001721030","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","62976","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62976 (Valid,Primary,Ok,Run)"
"14015","54.546639034","0.008005044","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","63488","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:63488 (Valid,Primary,Ok,Run)"
"14017","54.553149100","0.004627990","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","63488","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:63488 (Valid,Primary,Ok,Run)"
"14019","54.562639734","0.006653434","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","64000","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:64000 (Valid,Primary,Ok,Run)"
"14022","54.573674370","0.001682760","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","64000","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:64000 (Valid,Primary,Ok,Run)"
"14023","54.578640434","0.004966064","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","64512","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:64512 (Valid,Primary,Ok,Run)"
"14025","54.585686110","0.005165680","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","64512","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:64512 (Valid,Primary,Ok,Run)"
"14027","54.594641134","0.007624004","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","65024","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:65024 (Valid,Primary,Ok,Run)"
"14030","54.603768720","0.001733920","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","65024","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:65024 (Valid,Primary,Ok,Run)"
"14031","54.610641834","0.006873114","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","0","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:    0 (Valid,Primary,Ok,Run)"
"14033","54.616749050","0.004229300","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","0","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:    0 (Valid,Primary,Ok,Run)"
"14035","54.626642534","0.008568824","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","512","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:  512 (Valid,Primary,Ok,Run)"
"14037","54.633312960","0.004793550","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","512","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:  512 (Valid,Primary,Ok,Run)"
"14039","54.642643224","0.008032344","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","1024","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 1024 (Valid,Primary,Ok,Run)"
"14042","54.651047160","0.000404570","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","1024","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 1024 (Valid,Primary,Ok,Run)"
"14043","54.658643924","0.007596764","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","1536","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 1536 (Valid,Primary,Ok,Run)"
"14045","54.664343340","0.003824610","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","1536","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 1536 (Valid,Primary,Ok,Run)"
"14047","54.674644624","0.008971634","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","2048","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 2048 (Valid,Primary,Ok,Run)"
"14049","54.683381830","0.006863440","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","2048","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 2048 (Valid,Primary,Ok,Run)"
"14051","54.690645324","0.002369094","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","2560","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 2560 (Valid,Primary,Ok,Run)"
"14053","54.696911940","0.004393880","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","2560","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 2560 (Valid,Primary,Ok,Run)"
"14055","54.706646024","0.008382144","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","3072","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 3072 (Valid,Primary,Ok,Run)"
"14058","54.714994550","0.001724680","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","3072","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 3072 (Valid,Primary,Ok,Run)"
"14059","54.722646724","0.007652174","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","3584","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 3584 (Valid,Primary,Ok,Run)"
"14061","54.727975050","0.003457670","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","3584","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 3584 (Valid,Primary,Ok,Run)"
"14063","54.738647414","0.008846854","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","4096","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 4096 (Valid,Primary,Ok,Run)"
"14065","54.747099940","0.006582900","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","4096","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 4096 (Valid,Primary,Ok,Run)"
"14067","54.754648114","0.002776254","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","4608","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 4608 (Valid,Primary,Ok,Run)"
"14069","54.762046110","0.005529410","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","4608","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 4608 (Valid,Primary,Ok,Run)"
"14071","54.770648814","0.003772794","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","5120","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 5120 (Valid,Primary,Ok,Run)"
"14073","54.777081090","0.004564730","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","5120","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 5120 (Valid,Primary,Ok,Run)"
"14074","54.786649514","0.009568424","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","5632","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 5632 (Valid,Primary,Ok,Run)"
"14077","54.791137140","0.002621120","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","5632","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 5632 (Valid,Primary,Ok,Run)"
"14079","54.802650214","0.009224494","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","6144","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 6144 (Valid,Primary,Ok,Run)"
"14082","54.812185940","0.001211170","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","6144","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 6144 (Valid,Primary,Ok,Run)"
"14083","54.818650914","0.006464974","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","6656","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 6656 (Valid,Primary,Ok,Run)"
"14085","54.824671460","0.004156120","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","6656","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 6656 (Valid,Primary,Ok,Run)"
"14088","54.834651614","0.002460510","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","7168","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 7168 (Valid,Primary,Ok,Run)"
"14091","54.843722670","0.001698680","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","7168","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 7168 (Valid,Primary,Ok,Run)"
"14092","54.850652304","0.006929634","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","7680","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 7680 (Valid,Primary,Ok,Run)"
"14094","54.855734410","0.003219750","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","7680","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 7680 (Valid,Primary,Ok,Run)"
"14097","54.866653004","0.007866804","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","8192","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 8192 (Valid,Primary,Ok,Run)"
"14099","54.871799500","0.003285180","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","8192","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 8192 (Valid,Primary,Ok,Run)"
"14101","54.882653704","0.009561444","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","8704","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 8704 (Valid,Primary,Ok,Run)"
"14104","54.891316810","0.001688580","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","8704","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 8704 (Valid,Primary,Ok,Run)"
"14105","54.898654404","0.007337594","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","9216","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 9216 (Valid,Primary,Ok,Run)"
"14107","54.904330420","0.003816780","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","9216","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 9216 (Valid,Primary,Ok,Run)"
"14109","54.914655104","0.008994204","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","9728","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 9728 (Valid,Primary,Ok,Run)"
"14111","54.923432990","0.006919690","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","9728","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 9728 (Valid,Primary,Ok,Run)"
"14115","54.930655794","0.003499534","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","10240","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:10240 (Valid,Primary,Ok,Run)"
"14119","54.938501730","0.000073040","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","10240","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:10240 (Valid,Primary,Ok,Run)"
"14120","54.946656494","0.008154764","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","10752","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:10752 (Valid,Primary,Ok,Run)"
"14122","54.951929600","0.003416980","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","10752","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:10752 (Valid,Primary,Ok,Run)"
"14124","54.962657194","0.009401894","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","11264","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11264 (Valid,Primary,Ok,Run)"
"14127","54.968523360","0.004011080","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","11264","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11264 (Valid,Primary,Ok,Run)"
"14129","54.978657894","0.009342564","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","11776","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11776 (Valid,Primary,Ok,Run)"
"14131","54.986018260","0.005506320","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","11776","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11776 (Valid,Primary,Ok,Run)"
"14133","54.994658594","0.004267524","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","12288","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12288 (Valid,Primary,Ok,Run)"
"14135","55.000525620","0.004014020","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","12288","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12288 (Valid,Primary,Ok,Run)"
"14137","55.010659294","0.008802914","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","12800","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12800 (Valid,Primary,Ok,Run)"
"14139","55.018376780","0.005865520","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","12800","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12800 (Valid,Primary,Ok,Run)"
"14141","55.026659994","0.008279164","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","13312","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13312 (Valid,Primary,Ok,Run)"
"14143","55.033100620","0.004589700","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","13312","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13312 (Valid,Primary,Ok,Run)"
"14145","55.042660684","0.006733684","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","13824","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13824 (Valid,Primary,Ok,Run)"
"14148","55.051183630","0.001732860","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","13824","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13824 (Valid,Primary,Ok,Run)"
"14149","55.058661384","0.007477754","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","14336","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14336 (Valid,Primary,Ok,Run)"
"14151","55.064651430","0.004141190","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","14336","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14336 (Valid,Primary,Ok,Run)"
"14153","55.074662084","0.008665654","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","14848","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14848 (Valid,Primary,Ok,Run)"
"14156","55.083743040","0.001714100","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","14848","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14848 (Valid,Primary,Ok,Run)"
"14157","55.090662784","0.006919744","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","15360","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15360 (Valid,Primary,Ok,Run)"
"14159","55.095721410","0.003211850","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","15360","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15360 (Valid,Primary,Ok,Run)"
"14161","55.106663484","0.009628224","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","15872","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15872 (Valid,Primary,Ok,Run)"
"14163","55.113247680","0.004738460","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","15872","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15872 (Valid,Primary,Ok,Run)"
"14165","55.122664174","0.008078264","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","16384","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16384 (Valid,Primary,Ok,Run)"
"14168","55.131336940","0.001720160","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","16384","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16384 (Valid,Primary,Ok,Run)"
"14169","55.138664874","0.007327934","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","16896","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16896 (Valid,Primary,Ok,Run)"
"14171","55.144343190","0.003834650","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","16896","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16896 (Valid,Primary,Ok,Run)"
"14173","55.154665574","0.009016764","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","17408","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17408 (Valid,Primary,Ok,Run)"
"14175","55.163349270","0.006841070","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","17408","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17408 (Valid,Primary,Ok,Run)"
"14177","55.170666274","0.005985394","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","17920","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17920 (Valid,Primary,Ok,Run)"
"14180","55.178432810","0.001222190","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","17920","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17920 (Valid,Primary,Ok,Run)"
"14181","55.186666974","0.008234164","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","18432","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18432 (Valid,Primary,Ok,Run)"
"14183","55.191916760","0.003409240","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","18432","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18432 (Valid,Primary,Ok,Run)"
"14185","55.202667674","0.009424614","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","18944","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18944 (Valid,Primary,Ok,Run)"
"14187","55.218668364","0.014161184","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","19456","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19456 (Valid,Primary,Ok,Run)"
"14190","55.226988670","0.002179170","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","18944","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18944 (Valid,Primary,Ok,Run)"
"14192","55.234500550","0.001176010","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","19456","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19456 (Valid,Primary,Ok,Run)"
"14193","55.234669064","0.000168514","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","19968","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19968 (Valid,Primary,Ok,Run)"
"14196","55.249771860","0.006412790","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","19968","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19968 (Valid,Primary,Ok,Run)"
"14197","55.250669764","0.000897904","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","20480","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20480 (Valid,Primary,Ok,Run)"
"14199","55.255545760","0.003039600","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","20480","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20480 (Valid,Primary,Ok,Run)"
"14201","55.266670464","0.009795774","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","20992","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20992 (Valid,Primary,Ok,Run)"
"14203","55.272166550","0.003660730","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","20992","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20992 (Valid,Primary,Ok,Run)"
"14205","55.282671164","0.009264984","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","21504","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:21504 (Valid,Primary,Ok,Run)"
"14208","55.292304200","0.000356620","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","21504","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:21504 (Valid,Primary,Ok,Run)"
"14209","55.298671864","0.006367664","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","22016","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22016 (Valid,Primary,Ok,Run)"
"14211","55.305647590","0.005142450","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","22016","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22016 (Valid,Primary,Ok,Run)"
"14213","55.314672554","0.007692094","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","22528","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22528 (Valid,Primary,Ok,Run)"
"14216","55.323730200","0.001713350","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","22528","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22528 (Valid,Primary,Ok,Run)"
"14217","55.330673254","0.006943054","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","23040","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23040 (Valid,Primary,Ok,Run)"
"14219","55.336710700","0.004206240","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","23040","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23040 (Valid,Primary,Ok,Run)"
"14221","55.346673954","0.008628754","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","23552","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23552 (Valid,Primary,Ok,Run)"
"14224","55.354806350","0.001737070","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","23552","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23552 (Valid,Primary,Ok,Run)"
"14225","55.362674654","0.007868304","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","24064","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24064 (Valid,Primary,Ok,Run)"
"14228","55.371402980","0.001798130","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","24064","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24064 (Valid,Primary,Ok,Run)"
"14229","55.378675354","0.007272374","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","24576","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24576 (Valid,Primary,Ok,Run)"
"14231","55.384304670","0.003801230","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","24576","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24576 (Valid,Primary,Ok,Run)"
"14233","55.394676054","0.009045014","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","25088","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25088 (Valid,Primary,Ok,Run)"
"14235","55.403406120","0.006903020","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","25088","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25088 (Valid,Primary,Ok,Run)"
"14237","55.410676744","0.006000914","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","25600","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25600 (Valid,Primary,Ok,Run)"
"14240","55.418419810","0.001221280","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","25600","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25600 (Valid,Primary,Ok,Run)"
"14241","55.426677444","0.008257634","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","26112","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:26112 (Valid,Primary,Ok,Run)"
"14243","55.430701000","0.002198580","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","26112","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:26112 (Valid,Primary,Ok,Run)"
"14245","55.442678144","0.009446934","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","26624","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:26624 (Valid,Primary,Ok,Run)"
"14247","55.448497600","0.003995520","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","26624","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:26624 (Valid,Primary,Ok,Run)"
"14249","55.458678844","0.008883984","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","27136","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:27136 (Valid,Primary,Ok,Run)"
"14251","55.468495160","0.007993420","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","27136","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:27136 (Valid,Primary,Ok,Run)"
"14253","55.474679544","0.002603464","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","27648","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:27648 (Valid,Primary,Ok,Run)"
"14256","55.490680234","0.009738624","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","28160","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:28160 (Valid,Primary,Ok,Run)"
"14259","55.506680934","0.006814384","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","28672","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:28672 (Valid,Primary,Ok,Run)"
